512,Dark Souls: The Board Game – Characters Expansion,9
512,Dark Souls: The Board Game - Phantoms Expansion,7.5
512,Dark Souls: The Board Game - Iron Keep Expansion,8
512,Dark Souls: Forgotten Paths Expansion,8
512,Suburbia: Collector's Edition,10
512,Queendomino,8.5
512,O Senhor dos Anéis: Jornadas na Terra Média,9
512,Invasores do Mar do Norte,7
512,Francis Drake,9
512,Eldritch Horror: Sob as Pirâmides,9
512,Eldritch Horror: Cidades em Ruínas,9
512,Eldritch Horror: As Terras Oníricas,9
512,Dice Forge: Rebellion,9
512,Cacao,7
512,Capitão Sonar,8
512,Zombie Dice,6
512,Quarriors!: Quarmageddon e Quest of the Qladiator,7.5
512,Quarriors!,8
514,Terra Mystica: Fogo & Gelo,9.5
514,Terra Mystica,9.3
514,Puerto Rico,8.5
514,Keyflower,9
514,Small World,7.3
514,Blood Rage,8.5
553,Nosferatu,10
553,Camel Up,7
553,Elder Sign,9
553,Por favor não corte minha cabeça! ,8
553,Magic Maze,8
553,Celestia,8.5
558,Angry Birds: Knock on Wood,10
558,Zombicide,9.5
577,Monopoly Deal - Jogo de Cartas,7
577,Jenga,8
577,Interpol,9
577,Imagem & Ação,8
577,Blokus,10
588,Mr. Jack,10
594,Um Império em Oito-Minutos,8
594,Azul,9
594,7 Wonders Duel: Panteão,9
594,7 Wonders Duel,8
607,Projeto Gaia,8
607,Perfil 6,8
607,Brass: Lancashire,9
607,Coup,8
607,Arcadia Quest,8
607,Terra Mystica,9
607,Lords of Hellas,9
607,Star Wars: Orla Exterior,9
607,Scythe: Invasores das Terras Além,8
607,Perfil 3,8
607,Perfil 2,8
607,Perfil,8
607,Victorian Masterminds,8
607,Valknut,9
607,Massive Darkness,9
607,Corrida Maluca,8
607,Jungle Speed,7
607,Bonfire,9
607,Tigris & Euphrates,9
607,Blood Rage,9
607,Puerto Rico,10
607,The Few and Cursed: Expansão de Luxo,9
607,Tsukiji,9
607,Dwar7s Spring - Elven Uprising Expansion,8
607,Tiny Epic Galaxies,7
607,Dwar7s: Outono,8
607,Dwar7s: Inverno,7
607,Dwar7s Spring,8
607,Cuzco,8
607,Blood Rage: Gods of Ásgard,8
607,Blood Rage: 5th Player Expansion,9
607,Blood Rage : Mystics of Midgard,9
607,A Guerra dos Tronos: Board Game - O Festim dos Corvos,8
607,A Guerra dos Tronos: Board Game - A Dança dos Dragões,8
607,The Few and Cursed,9
607,Vudu: Expansão 2 em 1,9
607,Dead Man's Draw,8
607,Futboard,8
607,Terraforming Mars: Prelúdio,9
607,Rhino Hero,8
607,Scythe,10
607,Terraforming Mars,10
607,Luna,7
607,WAR: Vikings,7
607,Fotossíntese,9
607,Tikal,10
607,Rock'n Roll Manager,10
607,Drillit! A Fuga da Montanha de Cristal,8
609,Sprawlopolis Quadras de Construção ,7
609,Sprawlopolis Praias,7
609,Sprawlopolis Pontos de Interesse,7
609,Sprawlopolis O Destruidor,7
609,Munchkin Destrói o Natal,8
609,Tiny Epic Zombies,9
609,Um Banquete a Odin,10
609,MicroMacro: Cidade de crime,8.5
609,Kingdomino,8
609,Sprawlopolis,7
609,Space Cantina,7
609,Piratas! (3ª Edição),7
609,Kardnarök: Cartas Promocionais de Natal,10
609,Kardnarök: Artefatos,8
609,Kardnarök,8
609,The Witcher: Old World,1
609,Valknut,8
609,Escape Tales: Memória Baixa,8
609,Elementar: A Tumba do Arqueólogo,7
609,Por favor não corte minha cabeça! ,8
609,Tsukiji,9
609,Zurvivors Cooperação,7.5
609,Paper Dungeons: Um Jogo de Rabiscar Masmorras,8.5
609,Munchkin 4: Montaria Arredia! ,8
609,Deckscape Ameaça em Londres,7
609,Unreal Estate,6.5
609,Dogs: Card Game,8
609,The Mind,7.5
609,Spirit Island,9
609,La Granja,9
609,Colheita de Dados,7
609,Cartógrafos,8.5
609,Architectura,7
609,Gloomhaven,10
609,Gnomopolis,8.5
609,Munchkin 7: Trapaça com Duas Mãos,8
609,Munchkin 5: In-Domável,8
609,Munchkin 3: Erros Cléricos,8
609,Terraforming Mars,8
