1174,Dungeon Mayhem,2 a 4 jogadores 
1175,Escrete,2 a 4 jogadores 
1176,Maria,2 a 3 jogadores 
1177,Gamão,2 jogadores 
1178,EVO (second edition),2 a 5 jogadores 
1179,Café com Pandas,2 a 5 jogadores 
1180,Camel Up Cards,2 a 6 jogadores 
1181,The Networks,1 a 5 jogadores 
1182,Mancala,2 jogadores 
1183,Zona Mágica,3 a 5 jogadores 
1184,Timeline: Diversity,2 a 8 jogadores 
1185,Tales & Games: The Three Little Pigs,2 a 5 jogadores 
1186,Perfil 6,2 a 6 jogadores 
1187,Angus: Batalhas Medievais,2 a 5 jogadores 
1188,Cangaço,2 a 4 jogadores 
1189,51st State: Master Set,1 a 4 jogadores 
1190,Glen More II: Chronicles,2 a 4 jogadores 
1191,Leonardo Da Vinci,2 a 5 jogadores 
1192,Corta!,3 a 5 jogadores 
1193,Age of War,2 a 6 jogadores 
1194,Princes of the Renaissance,3 a 6 jogadores 
1195,Trial By Trolley,3 a 13 jogadores 
1196,Pot de Vin,3 a 6 jogadores 
1197,Welcome to the Dungeon,2 a 4 jogadores 
1198,Vampire Quest,4 a 8 jogadores 
1199,Fire in the Lake,1 a 4 jogadores 
1200,Folklore: The Affliction,1 a 5 jogadores 
1201,Unlock!: Aventuras Heroicas,1 a 6 jogadores 
1202,The Great Heartland Hauling Co.,2 a 4 jogadores 
1203,Pandemic: Zona Crítica - América do Norte,2 a 4 jogadores 
1204,Mafia de Cuba,6 a 12 jogadores 
1205,Dragões & Galinhas,2 a 5 jogadores 
1206,Fantasma Blitz: Que Susto!,2 a 8 jogadores 
1207,San Marco,3 a 4 jogadores 
1208,CuBirds,2 a 5 jogadores 
1209,Kodama: The Tree Spirits,2 a 5 jogadores 
1210,K-Truck Racer,2 a 6 jogadores 
1211,Jolly Roger: Um Jogo de Motins e Pirataria,4 a 10 jogadores 
1212,Smartphone Inc.,1 a 5 jogadores 
1213,Jaws,2 a 4 jogadores 
1214,A Lebre e a Tartaruga,2 a 6 jogadores 
1215,Marvel Dice Masters: Uncanny X-Men,2 jogadores 
1216,Brewitched,3 a 6 jogadores 
1217,Star Trek: Fleet Captains,2 a 4 jogadores 
1218,Nusfjord,1 a 5 jogadores 
1219,Illuminati,2 a 8 jogadores 
1220,Fortune and Glory: The Cliffhanger Game,1 a 8 jogadores 
1221,Gataria,2 a 4 jogadores 
1222,Peloponnes,1 a 5 jogadores 
1223,Anime Saga,2 a 5 jogadores 
1224,Continental Express,2 a 4 jogadores 
1225,Luna Maris,1 a 4 jogadores 
1226,Time of Legends: Joan of Arc,2 a 4 jogadores 
1227,For Sale (Travel Edition),3 a 6 jogadores 
1228,Discworld: Ankh-Morpork,2 a 4 jogadores 
1229,Age of Conan: The Strategy Board Game,2 a 4 jogadores 
1230,The King Is Dead,2 a 4 jogadores 
1231,Thunderstone,1 a 5 jogadores 
1232,Dobble Animais,2 a 8 jogadores 
1233,Tikal II: The Lost Temple,2 a 4 jogadores 
1234,Yspahan,2 a 4 jogadores 
1235,Unicorn Fever,2 a 6 jogadores 
1236,Burgle Bros.,1 a 4 jogadores 
1237,Wildcatters,3 a 4 jogadores 
1238,Carcassonne Big Box 5,2 a 8 jogadores 
1239,Akigam,2 a 6 jogadores 
1240,Watergate,2 jogadores 
1241,As Escadas Assombradas,2 a 4 jogadores 
1242,Ratzzia,2 a 5 jogadores 
1243,Magic: The Gathering – Arena of the Planeswalkers,2 a 5 jogadores 
1244,El Gaucho,2 a 4 jogadores 
1245,Ragusa,1 a 5 jogadores 
1246,Histórias Sinistras,2 a 15 jogadores 
1247,Three Cheers for Master,2 a 6 jogadores 
1248,Beyond the Sun,2 a 4 jogadores 
1249,Crop Rotation ,1 a 4 jogadores 
1250,Lotus,2 a 4 jogadores 
1251,Mr. Jack Pocket,2 jogadores 
1252,Dogs' Day,3 a 6 jogadores 
1253,A Study in Emerald (second edition),2 a 5 jogadores 
1254,Wasteland Express Delivery Service,2 a 5 jogadores 
1255,Micro Robôs,2 a 99 jogadores 
1256,Trans America,2 a 6 jogadores 
1257,HATE,2 a 6 jogadores 
1258,Skyliners,2 a 4 jogadores 
1259,Outlive,1 a 4 jogadores 
1260,Histórias Sinistras: Mortes Hilárias,2 a 15 jogadores 
1261,Islebound,2 a 4 jogadores 
1262,Nauticus,2 a 4 jogadores 
1263,Santiago,3 a 5 jogadores 
1264,Firenze,2 a 4 jogadores 
1265,Say Bye to the Villains,3 a 8 jogadores 
1266,Hawaii,2 a 5 jogadores 
1267,Tajemnicze Domostwo,2 a 7 jogadores 
1268,Transatlantic,2 a 4 jogadores 
1269,Pax Renaissance,2 a 4 jogadores 
1270,Uno,2 a 10 jogadores 
1271,Risk Legacy,3 a 5 jogadores 
1272,Liar's Dice,2 a 6 jogadores 
1273,City of Horror,3 a 6 jogadores 
1274,Love Letter: Legend of the Five Rings,2 a 4 jogadores 
1275,Munchkin: Cthulhu,3 a 6 jogadores 
1276,Eight-Minute Empire: Legends,2 a 4 jogadores 
1277,New York Zoo,1 a 5 jogadores 
1278,Prêt-à-Porter,2 a 4 jogadores 
1279,Histórias Sinistras: M***** Acontecem,2 a 15 jogadores 
1280,Space Base,2 a 5 jogadores 
1281,Lerion ,1 a 2 jogadores 
1282,Trains,2 a 4 jogadores 
1283,Galaxy Trucker: Anniversary Edition,2 a 5 jogadores 
1284,Rattus,2 a 4 jogadores 
1285,Roll Through the Ages: The Bronze Age,1 a 4 jogadores 
1286,Ave Caesar,2 a 6 jogadores 
1287,Under Falling Skies,1 jogadores 
1288,BattleCON: War of Indines,2 jogadores 
1289,Histórias Sinistras: Sexo e Crime,2 a 15 jogadores 
1290,Traders of Osaka,2 a 4 jogadores 
1291,Nova Luna,1 a 4 jogadores 
1292,HeroClix,2 jogadores 
1293,In The Name of Odin,2 a 5 jogadores 
1294,Córtex: Desafios! 2,2 a 6 jogadores 
1295,Time Machine Rocket,2 a 4 jogadores 
1296,Pocket Imperium,2 a 4 jogadores 
1297,Praga Caput Regni,1 a 4 jogadores 
1298,EXIT: A Ilha Esquecida,1 a 6 jogadores 
1299,Manhattan,2 a 4 jogadores 
1300,Magic: The Gathering,2 jogadores 
1301,Papua,2 a 4 jogadores 
1302,Doom: The Boardgame,2 a 4 jogadores 
1303,Tinners' Trail,3 a 4 jogadores 
1304,Miraculum,1 a 4 jogadores 
1305,Uno Flip!,2 a 10 jogadores 
1306,Thunder Alley,2 a 7 jogadores 
1307,Ascension: Chronicle of the Godslayer,1 a 4 jogadores 
1308,Gunrunners,2 a 4 jogadores 
1309,Tesouro Inca,3 a 8 jogadores 
1310,Grafito,2 a 4 jogadores 
1311,Reversi,2 jogadores 
1312,Ticket to Ride: Primeira Viagem,2 a 4 jogadores 
1313,Barbarians: The Invasion,2 a 4 jogadores 
1314,Onirim (second edition),1 a 2 jogadores 
1315,Paranormal Detectives,2 a 6 jogadores 
1316,Mage Knight,2 a 4 jogadores 
1317,North American Railways,3 a 5 jogadores 
1318,Aeon's End,1 a 4 jogadores 
1319,Dice City,1 a 4 jogadores 
1320,Interpol: Fuga em Nova York,3 a 6 jogadores 
1321,Histórias Sinistras 4,2 a 15 jogadores 
1322,Soberano ,2 a 4 jogadores 
1323,Legendary Inventors,2 a 5 jogadores 
1324,Marvel Spider-Web,2 a 6 jogadores 
1325,Commands & Colors: Napoleonics,2 jogadores 
1326,Concept,2 a 12 jogadores 
1327,The Fox in the Forest,2 jogadores 
1328,Sanduíche,2 a 6 jogadores 
1329,Calimala,3 a 5 jogadores 
1330,Lucidity: Seis Faces do Pesadelo,1 a 4 jogadores 
1331,Sherlock Express,2 a 6 jogadores 
1332,Dominations: A Ascensão das Civilizações,2 a 4 jogadores 
1333,Kingdoms,2 a 4 jogadores 
1334,Earth Reborn,2 a 4 jogadores 
1335,One Key,2 a 6 jogadores 
1336,Poquer de Bichos,2 a 6 jogadores 
1337,Mint Works,1 a 4 jogadores 
1338,Sonhando com Alice (Edição de Colecionador),2 a 5 jogadores 
1339,Reinos de Cleiton,2 a 4 jogadores 
1340,Flip City,1 a 4 jogadores 
1341,Fearsome Floors,2 a 7 jogadores 
1342,Imagem & Ação,4 a 20 jogadores 
1343,Raid & Trade,3 a 5 jogadores 
1344,Antike,2 a 6 jogadores 
1345,Stronghold,2 a 4 jogadores 
1346,Thanos Rising: Avengers Infinity War,2 a 4 jogadores 
1347,DVONN,2 jogadores 
1348,Mr. Jack New York,2 jogadores 
1349,Resident Evil Deck Building Game,1 a 4 jogadores 
1350,Trench,2 jogadores 
1351,Power Grid: The First Sparks,2 a 6 jogadores 
1352,Conquest of the Empire,2 a 6 jogadores 
1353,Vikings Gone Wild,2 a 4 jogadores 
1354,Cidades Sombrias: Tortuga 1667,2 a 9 jogadores 
1355,The Werewolves of Miller's Hollow,8 a 18 jogadores 
1356,Drakon (fourth edition),2 a 6 jogadores 
1357,Sir Holland: A Fuga da Torre,2 a 4 jogadores 
1358,Química Maluca,2 a 4 jogadores 
1359,Copacabana,2 a 6 jogadores 
1360,The Cook-off,4 a 6 jogadores 
1361,Arquimedes,2 a 5 jogadores 
1362,Good Cop Bad Cop,4 a 8 jogadores 
1363,O Enigma do Labirinto,2 a 4 jogadores 
1364,Master,2 a 8 jogadores 
1365,Pueblo,2 a 4 jogadores 
1366,Axis & Allies: Spring 1942 (1st Edition),2 a 5 jogadores 
1367,Unstable Unicorns,2 a 8 jogadores 
1368,Axis & Allies 1941,2 a 5 jogadores 
1369,Assuntos Internos,2 a 8 jogadores 
1370,Cubo Rubik's 3X3,1 jogadores 
1371,Elema,2 jogadores 
1372,King of Siam,2 a 4 jogadores 
1373,Love Letter: Batman,2 a 4 jogadores 
1374,Timeline: Discoveries,2 a 8 jogadores 
1375,Quests of Valeria,1 a 5 jogadores 
1376,The King is Dead: Second Edition,2 a 4 jogadores 
1377,Urbis & Mortem,2 a 4 jogadores 
1378,Labyrinth: The War on Terror 2001-?,1 a 2 jogadores 
1379,Raptor,2 jogadores 
1380,Dungeon Roll,1 a 4 jogadores 
1381,New Frontiers,2 a 5 jogadores 
1382,Apex Theropod Deck-Building Game,1 a 8 jogadores 
1383,Gaslands,2 a 8 jogadores 
1384,TEAM3: Edição Rosa,3 a 6 jogadores 
1385,Ships,2 a 4 jogadores 
1386,Rallyman,1 a 4 jogadores 
1387,Guia dos Curiosos,3 a 10 jogadores 
1388,BattleLore,2 jogadores 
1389,We Will Rock You,4 a 12 jogadores 
1390,Ninjato,2 a 4 jogadores 
1391,Fleet,2 a 4 jogadores 
1392,Dungeons & Dragons: Attack Wing – Starter Set,2 a 99 jogadores 
1393,Shogi,2 jogadores 
1394,Front Total,2 jogadores 
1395,Nidavellir,2 a 5 jogadores 
1396,Por favor não corte minha cabeça! ,3 a 6 jogadores 
1397,TEAM3: Edição Verde,3 a 6 jogadores 
1398,A Game of Thrones: The Card Game (second edition),2 a 4 jogadores 
1399,Andean Abyss,1 a 4 jogadores 
1400,Dragonfire,2 a 6 jogadores 
1401,Lowlands,2 a 4 jogadores 
1402,La Granja: No Siesta,1 a 4 jogadores 
1403,Caylus Magna Carta,2 a 4 jogadores 
1404,Power Grid: The Card Game,2 a 6 jogadores 
1405,The Sheep Race,2 a 6 jogadores 
1406,Steam Time,2 a 4 jogadores 
1407,Rory's Story Cubes,1 a 12 jogadores 
1408,Babylonia,2 a 4 jogadores 
1409,Fornalha,2 a 4 jogadores 
1410,Star Trek: Catan,3 a 4 jogadores 
1411,Yomi: Round 1,2 jogadores 
1412,Palavras Cruzadas - Jogo Clássico,2 a 4 jogadores 
1413,Star Wars: The Card Game,2 jogadores 
1414,Star Realms: Frontiers,1 a 4 jogadores 
1415,Fort,2 a 4 jogadores 
1416,Tokaido: Deluxe Edition,2 a 5 jogadores 
1417,Carcassonne: The Castle,2 jogadores 
1418,Imagem & Ação: Edição Especial,4 a 20 jogadores 
1419,Hnefatafl (Xadrez Viking),2 jogadores 
1420,Os Pilares da Terra: O Jogo de Cartas,3 a 4 jogadores 
1421,Dominant Species: Marine,2 a 4 jogadores 
1422,Mandala,2 jogadores 
1423,Disney Villainous,2 a 3 jogadores 
1424,Terror in Meeple City,2 a 4 jogadores 
1425,Zooloretto,2 a 5 jogadores 
1426,Heroscape Master Set: Rise of the Valkyrie,2 a 4 jogadores 
1427,Kahuna,2 jogadores 
1428,D-Day Dice,1 a 4 jogadores 
1429,Onirim,1 a 2 jogadores 
1430,Meeple Heist,2 a 6 jogadores 
1431,Snow Tails,2 a 5 jogadores 
1432,Mogul,3 a 5 jogadores 
1433,Ubongo 3D,2 a 4 jogadores 
1434,La Muse,2 a 4 jogadores 
1435,A Few Acres of Snow,2 jogadores 
1436,Crisis,1 a 5 jogadores 
1437,Melvin Vs Kronk,3 a 8 jogadores 
1438,O Monstro das Cores,2 a 5 jogadores 
1439,Alerta Vermelho - Invasão da nave Startramp,2 jogadores 
1440,Rise of Empires,2 a 5 jogadores 
1441,The Classic Dungeon,2 a 6 jogadores 
1442,O Dilema do Rei,3 a 5 jogadores 
1443,Alubari,1 a 5 jogadores 
1444,Noblemen,3 a 5 jogadores 
1445,Whitehall Mystery,2 a 4 jogadores 
1446,Fog of Love,2 jogadores 
1447,Tesla vs. Edison: War of Currents,2 a 5 jogadores 
1448,Concordia Venus,2 a 6 jogadores 
1449,Speed Cups,2 a 4 jogadores 
1450,Union Pacific,2 a 6 jogadores 
1451,Millions o Último Soldado,2 a 5 jogadores 
1452,Pandemic: Queda de Roma,1 a 5 jogadores 
1453,Love Letter: Kanai Factory Limited Edition,2 a 4 jogadores 
1454,18Chesapeake,2 a 6 jogadores 
1455,Nessos,3 a 6 jogadores 
1456,Shadow Hunters,4 a 8 jogadores 
1457,Churchill,1 a 3 jogadores 
1458,Tulip Bubble,3 a 5 jogadores 
1459,Hacienda,2 a 5 jogadores 
1460,Scotland Yard Máquina do Tempo,2 a 6 jogadores 
1461,Paranauê,2 a 5 jogadores 
1462,Battle For Souls,1 a 4 jogadores 
1463,Ghost Blitz,2 a 8 jogadores 
1464,Talisman: O Mágico Jogo de Aventura – 4ª Edição Revista,2 a 6 jogadores 
1465,Pathfinder Adventure Card Game: Skull & Shackles - Base Set,1 a 4 jogadores 
1466,Coloma,1 a 6 jogadores 
1467,Thunderstone Quest,2 a 4 jogadores 
1468,Murano,2 a 4 jogadores 
1469,Hannibal: Rome vs. Carthage,2 jogadores 
1470,Tail Feathers,2 jogadores 
1471,Zombicide: 2ª Edição,1 a 6 jogadores 
1472,Café International,2 a 4 jogadores 
1473,Machi Koro: Deluxe Edition,2 a 5 jogadores 
1474,Palm Island,1 a 2 jogadores 
1475,Tokyo Highway (four-player edition),2 a 4 jogadores 
1476,Dice Hospital,1 a 4 jogadores 
1477,Ja! Quem? Pow!,4 a 8 jogadores 
1478,Butim,2 a 7 jogadores 
1479,Oriflamme,2 a 5 jogadores 
1480,Vampiro: A Máscara – Vendetta,3 a 6 jogadores 
1481,Bausack,1 a 10 jogadores 
1482,Rolos do Ofício,4 a 8 jogadores 
1483,Leaving Earth,1 a 5 jogadores 
1484,Dice Throne: Season Two,2 a 6 jogadores 
1485,The Prodigals Club,2 a 5 jogadores 
1486,Domaine,2 a 4 jogadores 
1487,Spellfire: O Poder da Magia,2 a 8 jogadores 
1488,The Duke,2 jogadores 
1489,Dust Tactics: Revised Core Set,2 a 4 jogadores 
1490,Zombie Dice,2 a 99 jogadores 
1491,Dream Factory (Hollywood Blockbuster),2 a 5 jogadores 
1492,Ecos: First Continent,2 a 6 jogadores 
1493,Steam Park,2 a 4 jogadores 
1494,B-Sieged: Sons of the Abyss,1 a 6 jogadores 
1495,1989: Dawn of Freedom,2 jogadores 
1496,Forge War,2 a 4 jogadores 
1497,Escape Tales: Memória Baixa,1 a 4 jogadores 
1498,UNDO: Festival da Flor de Cerejeira,2 a 6 jogadores 
1499,Medina (second edition),2 a 4 jogadores 
1500,The Magnificent,1 a 4 jogadores 
1501,Revolution!,3 a 4 jogadores 
1502,The Witcher: Adventure Game,2 a 4 jogadores 
1503,Specter Ops,2 a 5 jogadores 
1504,Felix: The Cat in the Sack,3 a 5 jogadores 
1505,Pyramids,2 a 5 jogadores 
1506,Macacos me Mordam!,1 a 5 jogadores 
1507,Gravity Superstar,2 a 6 jogadores 
1508,Metropolys,2 a 4 jogadores 
1509,Bang!: The Walking Dead,3 a 7 jogadores 
1510,Warhammer Quest: The Adventure Card Game,1 a 4 jogadores 
1511,Star Wars: Destiny,2 jogadores 
1512,Helios,2 a 4 jogadores 
1513,Truco,2 a 6 jogadores 
1514,Deckscape Hora do Teste,1 a 6 jogadores 
1515,Blue Lagoon,2 a 4 jogadores 
1516,1882: Assiniboia,2 a 6 jogadores 
1517,Vineta,2 a 6 jogadores 
1518,Alcatraz: The Scapegoat,3 a 4 jogadores 
1519,DungeonQuest: Revised Edition,1 a 4 jogadores 
1520,Dice Town,2 a 5 jogadores 
1521,Pagoda,2 jogadores 
1522,Tournay,2 a 4 jogadores 
1523,Polis: Fight for the Hegemony,2 jogadores 
1524,Epic Jogo de Cartas,2 a 4 jogadores 
1525,Rummikub Twist,2 a 4 jogadores 
1526,Bios: Megafauna (second edition),1 a 4 jogadores 
1527,Drakkar Tum Tum,2 a 4 jogadores 
1528,Mythotopia,2 a 4 jogadores 
1529,Gemblo,2 a 6 jogadores 
1530,Dino Race,2 a 4 jogadores 
1531,Rory's Story Cubes,1 a 12 jogadores 
1532,Power Struggle,3 a 5 jogadores 
1533,Le Havre: The Inland Port,2 jogadores 
1534,Firefly: The Game,2 a 4 jogadores 
1535,Tales of the Arabian Nights,1 a 6 jogadores 
1536,Bandido: Covid-19,1 a 4 jogadores 
1537,Montana,2 a 4 jogadores 
1538,WarCraft: The Board Game,2 a 4 jogadores 
1539,Bohnanza: The Duel,2 jogadores 
1540,Moa,2 a 5 jogadores 
1541,A la carte,2 a 4 jogadores 
1542,Stronghold (second edition),2 jogadores 
1543,Ascension: Deckbuilding Game,1 a 4 jogadores 
1544,Serenissima (second edition),2 a 4 jogadores 
1545,Heroes of Normandie,2 jogadores 
1546,One Deck Dungeon,1 a 2 jogadores 
1547,Patchistory,2 a 4 jogadores 
1548,Mistfall,1 a 4 jogadores 
1549,Battle Sheep,2 a 4 jogadores 
1550,Bomb Squad Academy,2 a 5 jogadores 
1551,Qwixx,2 a 5 jogadores 
1552,Cidades Sombrias: Deadwood 1876,2 a 9 jogadores 
1553,Siberia: The Card Game,2 a 4 jogadores 
1554,13 Days: The Cuban Missile Crisis,2 jogadores 
1555,Jump Drive,2 a 4 jogadores 
1556,DC Comics Dice Masters: Justice League,2 jogadores 
1557,Trekking the World,2 a 5 jogadores 
1558,The Boss,2 a 4 jogadores 
1559,Sequence,2 a 12 jogadores 
1560,Havana,2 a 4 jogadores 
1561,China,3 a 5 jogadores 
1562,Fuga!,1 a 6 jogadores 
1563,Warzoo,2 a 4 jogadores 
1564,Revanche,2 jogadores 
1565,Tribune: Primus Inter Pares,2 a 5 jogadores 
1566,Queen's Architect,2 a 4 jogadores 
1567,FDP - Foi de Propósito,4 a 12 jogadores 
1568,Irish Gauge,3 a 5 jogadores 
1569,Ghostbusters: The Board Game,1 a 4 jogadores 
1570,World's Fair 1893,2 a 4 jogadores 
1571,Unearth,2 a 4 jogadores 
1572,Amyitis,2 a 4 jogadores 
1573,PitchCar Mini,2 a 8 jogadores 
1574,Krosmaster: Quest,2 a 6 jogadores 
1575,Villages of Valeria,2 a 4 jogadores 
1576,Corinth,2 a 4 jogadores 
1577,Race to the New Found Land,2 a 4 jogadores 
1578,Factory Fun,2 a 5 jogadores 
1579,The Others,2 a 5 jogadores 
1580,Virgin Queen,2 a 6 jogadores 
1581,RPGQuest,3 a 7 jogadores 
1582,Egizia: Shifting Sands,2 a 4 jogadores 
1583,Among the Stars,2 a 4 jogadores 
1584,Buraco,2 a 4 jogadores 
1585,Betrayal at Baldur's Gate,3 a 6 jogadores 
1586,Pack & Stack,3 a 6 jogadores 
1587,Abomination: The Heir of Frankenstein,2 a 4 jogadores 
1588,Android,3 a 5 jogadores 
1589,Guildhall,2 a 4 jogadores 
1590,Kingsport Festival,3 a 5 jogadores 
1591,The Great Dalmuti,4 a 8 jogadores 
1592,Warhammer 40000: Conquest,2 jogadores 
1593,Attack on Titan: Deck-Building Game,1 a 5 jogadores 
1594,Halli Galli,2 a 6 jogadores 
1595,Falling Sky: The Gallic Revolt Against Caesar,1 a 4 jogadores 
1596,Rum & Bones,2 a 6 jogadores 
1597,Hora do Rush,1 jogadores 
1598,Trapwords,4 a 12 jogadores 
1599,Capitão Silver,2 a 4 jogadores 
1600,Timeline: Music & Cinema,2 a 8 jogadores 
1601,Kamisado,2 jogadores 
1602,God of War: The Card Game,1 a 4 jogadores 
1603,Pickomino,2 a 7 jogadores 
1604,Unlock!: Aventuras Atemporais,1 a 6 jogadores 
1605,IKI,2 a 4 jogadores 
1606,Super Mário Kart,2 a 5 jogadores 
1607,Fabled Fruit,2 a 5 jogadores 
1608,Plague Inc.: The Board Game,1 a 4 jogadores 
1609,Carcassonne: 10 Year Special Edition,2 a 5 jogadores 
1610,Warhammer 40000,2 a 6 jogadores 
1611,Shakespeare: Sonhos de um Bardo,2 a 5 jogadores 
1612,A Traça Batoteira,3 a 5 jogadores 
1613,Wir sind das Volk! (We are the people!),2 jogadores 
1614,Shipwrights of the North Sea,2 a 5 jogadores 
1615,Warhammer: Invasion,2 a 4 jogadores 
1616,Jogo da Fronteira,3 a 6 jogadores 
1617,Valente - O amor em jogo,2 a 4 jogadores 
1618,Mini Rails,3 a 5 jogadores 
1619,Ashes: Rise of the Phoenixborn,2 a 4 jogadores 
1620,Huang Dih: O Grande Imperador,3 a 5 jogadores 
1621,Rory's Story Cubes: Mistério,1 a 12 jogadores 
1622,4 Gods,2 a 4 jogadores 
1623,5-Minute Dungeon,2 a 5 jogadores 
1624,Regicide,1 a 4 jogadores 
1625,Myth,2 a 4 jogadores 
1626,Lignum (second edition),2 a 4 jogadores 
1627,Dead Buddy - Jornada Aterrorizante,2 a 4 jogadores 
1628,Keyforge: Mutação em Massa,2 jogadores 
1629,Lancaster: Big Box,2 a 5 jogadores 
1630,Warsaw: City of Ruins,2 a 4 jogadores 
1631,Keyper,2 a 4 jogadores 
1632,Pax Porfiriana,1 a 6 jogadores 
1633,Meuterer,3 a 4 jogadores 
1634,Duelosaur Island,1 a 2 jogadores 
1635,Fantasma Blitz Las 12 Menos 5,2 a 8 jogadores 
1636,Neue Heimat,2 a 5 jogadores 
1637,Founding Fathers,3 a 5 jogadores 
1638,Immortals,3 a 5 jogadores 
1639,BioShock Infinite: The Siege of Columbia,2 a 4 jogadores 
1640,Unmatched: Battle of Legends Volume One,2 a 4 jogadores 
1641,Guilds of London,1 a 4 jogadores 
1642,Gekido,2 a 6 jogadores 
1643,Batavia,3 a 5 jogadores 
1644,Mega Civilization,5 a 18 jogadores 
1645,El Capitán (I),2 a 5 jogadores 
1646,Coal Baron: The Great Card Game,2 a 4 jogadores 
1647,Monster Lands,1 a 4 jogadores 
1648,Plenus,1 a 6 jogadores 
1649,Dirigíveis Vigaristas,2 a 5 jogadores 
1650,Cantaloop: Invadindo o Presídio,1 a 99 jogadores 
1651,A Castle for All Seasons,2 a 4 jogadores 
1652,Fuji Flush,3 a 8 jogadores 
1653,Santa Monica,2 a 4 jogadores 
1654,Project: ELITE,1 a 4 jogadores 
1655,Nós Não Testamos Este Troço,2 a 10 jogadores 
1656,Tiny Epic Tactics,1 a 4 jogadores 
1657,Fairy Tale,2 a 5 jogadores 
1658,Ovni (Primeira Edição),2 a 4 jogadores 
1659,Battle Scenes - Universo Marvel,2 jogadores 
1660,Munchkin Panic,1 a 6 jogadores 
1661,51st State,2 a 4 jogadores 
1662,Ponzi Scheme,3 a 5 jogadores 
1663,Mercado de Lisboa,1 a 4 jogadores 
1664,Gekido: Bot Battles,2 a 4 jogadores 
1665,Micropolis,2 a 6 jogadores 
1666,Rum & Pirates,2 a 5 jogadores 
1667,Council of Four,2 a 4 jogadores 
1668,Arena: Sangue e Glória,2 jogadores 
1669,The Battle at Kemble's Cascade,1 a 5 jogadores 
1670,Arraial,1 a 4 jogadores 
1671,Age of Mythology: The Boardgame,2 a 4 jogadores 
1672,Best Treehouse Ever,2 a 4 jogadores 
1673,Legend of the Five Rings,2 a 8 jogadores 
1674,Dragonheart,2 jogadores 
1675,Ice Cool,2 a 4 jogadores 
1676,Kings of Air and Steam,2 a 7 jogadores 
1677,Empires of the Void II,2 a 5 jogadores 
1678,Samarkand: Routes to Riches,2 a 5 jogadores 
1679,Wizard,3 a 6 jogadores 
1680,Streets of Fight,2 a 4 jogadores 
1681,EXIT: A Tumba do Faraó,1 a 6 jogadores 
1682,Sim Mestre das Trevas!,4 a 7 jogadores 
1683,Rush & Bash,2 a 6 jogadores 
1684,Carcassonne Big Box 4,2 a 6 jogadores 
1685,Renda Passiva,2 a 6 jogadores 
1686,Dungeons & Dragons: Tomb of Annihilation Board Game,1 a 5 jogadores 
1687,Mage Knight Dungeons,2 a 4 jogadores 
1688,The Bridges of Shangri-La,3 a 4 jogadores 
1689,UNDO: Maldição do Passado,2 a 6 jogadores 
1690,Dark City,4 a 8 jogadores 
1691,Catan Junior,2 a 4 jogadores 
1692,Pandemic: Rising Tide,1 a 4 jogadores 
1693,Finca,2 a 4 jogadores 
1694,Space Cantina: Edição de Colecionador,1 a 4 jogadores 
1695,Timbuktu,3 a 5 jogadores 
1696,A Game of Thrones: Hand of the King,2 a 4 jogadores 
1697,Winter Tales,3 a 7 jogadores 
1698,Battle Scenes - Universo Marvel,2 jogadores 
1699,Undaunted: North Africa,2 jogadores 
1700,Unlock! The Tonipal's Treasure,1 a 6 jogadores 
1701,Samurai Sword,3 a 7 jogadores 
1702,Clue Clássico,3 a 6 jogadores 
1703,Dark Moon,3 a 7 jogadores 
1704,BattleCON: Devastation of Indines,2 a 5 jogadores 
1705,Museum,2 a 4 jogadores 
1706,Stephensons Rocket,2 a 4 jogadores 
1707,Robo Rally (2016 Edition),2 a 6 jogadores 
1708,Villagers,1 a 5 jogadores 
1709,Rivet Wars: Eastern Front,2 jogadores 
1710,Sierra West,2 a 4 jogadores 
1711,Zombie 15',2 a 4 jogadores 
1712,Munchkin Quest,2 a 4 jogadores 
1713,Norenberc,2 a 5 jogadores 
1714,Runebound (second edition),2 a 6 jogadores 
1715,GKR: Heavy Hitters,1 a 4 jogadores 
1716,Fertility,2 a 4 jogadores 
1717,New Angeles,4 a 6 jogadores 
1718,Star Wars: Destiny,2 jogadores 
1719,The Dwarf King,3 a 5 jogadores 
1720,Fear,2 a 5 jogadores 
1721,Maharani,2 a 4 jogadores 
1722,Meeple War,2 a 4 jogadores 
1723,Skull King,2 a 6 jogadores 
1724,Rurik: Dawn of Kiev,1 a 4 jogadores 
1725,Carcassonne: Gold Rush,2 a 5 jogadores 
1726,Too Many Bones,1 a 4 jogadores 
1727,Scotland Yard 1983,3 a 6 jogadores 
1728,Tides of Madness,2 jogadores 
1729,Ceylon,2 a 4 jogadores 
1730,Atlandice,2 a 4 jogadores 
1731,Via Appia,2 a 4 jogadores 
1732,Millennium Blades,2 a 5 jogadores 
1733,Hansa,2 a 4 jogadores 
1734,Battle Scenes - Universo Marvel,2 jogadores 
1735,The Castles of Burgundy: The Dice Game,1 a 5 jogadores 
1736,Fantasy Realms,3 a 6 jogadores 
1737,Battle Scenes - Universo Marvel,2 jogadores 
1738,Tragedy Looper,2 a 4 jogadores 
1739,Dungeon Academy,1 a 6 jogadores 
1740,Eletrika,1 a 4 jogadores 
1741,City of Iron: Second Edition,2 a 4 jogadores 
1742,Thunderstone: Dragonspire,1 a 5 jogadores 
1743,Star Trek: Attack Wing,2 a 99 jogadores 
