587,Tammany Hall,3 a 5 jogadores 
588,Lords of Scotland,2 a 5 jogadores 
589,Waterdeep: A Masmorra do Mago Louco - Boardgame,1 a 5 jogadores 
590,Notre Dame: 10th Anniversary,2 a 5 jogadores 
591,Xingu,2 a 6 jogadores 
592,Deus,2 a 4 jogadores 
593,Corrida Maluca,2 a 6 jogadores 
594,Mechs vs. Minions,2 a 4 jogadores 
595,Flash Point: Ao Resgate,1 a 6 jogadores 
596,Sereias,1 a 6 jogadores 
597,Mottainai,2 a 5 jogadores 
598,Pipeline,2 a 4 jogadores 
599,Coal Baron,2 a 4 jogadores 
600,CO2,1 a 5 jogadores 
601,Oceanos,2 a 5 jogadores 
602,Miguel Strogoff,1 a 5 jogadores 
603,Biblios,2 a 4 jogadores 
604,Telestrations,4 a 12 jogadores 
605,Star Wars: Destiny,2 a 4 jogadores 
606,Carcassonne: Mares do Sul,2 a 5 jogadores 
607,O Senhor dos Anéis: O Confronto,2 jogadores 
608,Rummikub,2 a 4 jogadores 
609,Freedom: The Underground Railroad,1 a 4 jogadores 
610,Valknut,2 a 4 jogadores 
611,Tiny Epic Quest,1 a 4 jogadores 
612,Argent: The Consortium,2 a 5 jogadores 
613,Homem Batata,2 a 5 jogadores 
614,Bullfrogs,1 a 4 jogadores 
615,Kitchen Rush,1 a 4 jogadores 
616,A Ilha do Tesouro,2 a 5 jogadores 
617,Loot,2 a 8 jogadores 
618,Legend of the Five Rings: The Card Game,2 jogadores 
619,Shipyard,2 a 4 jogadores 
620,Animal Upon Animal,2 a 4 jogadores 
621,Space Alert,1 a 5 jogadores 
622,The Golden Ages,2 a 4 jogadores 
623,The Pillars of the Earth,2 a 4 jogadores 
624,Archaeology: The New Expedition,2 a 5 jogadores 
625,Entre Linhas,2 a 6 jogadores 
626,Battle Line,2 jogadores 
627,Batman: Gotham City Chronicles - Season 1,2 a 5 jogadores 
628,Star Wars: X-Wing (Second Edition),2 jogadores 
629,Exploding Kittens Proibidão,2 a 5 jogadores 
630,Dungeons & Dragons: Temple of Elemental Evil Board Game,1 a 5 jogadores 
631,A Tale of Pirates,2 a 4 jogadores 
632,Sheriff of Nottingham (2ª Edição),3 a 6 jogadores 
633,Sintonia,2 a 20 jogadores 
634,Taverna,2 a 5 jogadores 
635,Twice As Clever,1 a 4 jogadores 
636,Indian Summer,1 a 4 jogadores 
637,Santiago de Cuba,2 a 4 jogadores 
638,Not Alone,2 a 7 jogadores 
639,Crusaders: Thy Will Be Done,2 a 4 jogadores 
640,Tá na Mesa,1 a 4 jogadores 
641,Last Night on Earth: The Zombie Game,2 a 6 jogadores 
642,Ancient Terrible Things,2 a 4 jogadores 
643,Agricola: All Creatures Big and Small,2 jogadores 
644,Little Town,2 a 4 jogadores 
645,Century: O Novo Mundo,2 a 4 jogadores 
646,Cartel,3 a 6 jogadores 
647,Horse Fever,2 a 6 jogadores 
648,Cosmic Encounter,3 a 5 jogadores 
649,IceCool,2 a 4 jogadores 
650,Dwar7s: Inverno,1 a 4 jogadores 
651,Star Trek: Ascendancy,2 a 3 jogadores 
652,Timeline: Brasil,2 a 6 jogadores 
653,Trismegistus: The Ultimate Formula,1 a 4 jogadores 
654,Pandemic: Resposta Rápida,2 a 4 jogadores 
655,Dungeon Fighter,1 a 6 jogadores 
656,Maharaja: The Game of Palace Building in India,2 a 5 jogadores 
657,Fallout Shelter: The Board Game,2 a 4 jogadores 
658,At the Gates of Loyang,1 a 4 jogadores 
659,Tainted Grail: A Queda de Avalon,1 a 4 jogadores 
660,Sator Arepo Tenet Opera Rotas: Malleus Maleficarum,2 a 4 jogadores 
661,Krosmaster Arena 2.0,2 a 4 jogadores 
662,New Eden Project,2 a 4 jogadores 
663,Mascarade,2 a 13 jogadores 
664,Marvel Battlegrounds,2 a 5 jogadores 
665,XCOM: The Board Game,1 a 4 jogadores 
666,Colosseum,3 a 5 jogadores 
667,1830: Railways & Robber Barons,2 a 7 jogadores 
668,Die Macher,3 a 5 jogadores 
669,Nosferatu,4 a 8 jogadores 
670,O Vale dos Mercadores,2 a 4 jogadores 
671,Avenue - Edição Especial,1 a 10 jogadores 
672,Era: Idade Medieval,1 a 4 jogadores 
673,Concept,4 a 12 jogadores 
674,Junk Art,2 a 6 jogadores 
675,ZhanGuo,2 a 4 jogadores 
676,The Great Zimbabwe,2 a 5 jogadores 
677,Viral,2 a 5 jogadores 
678,Claim,2 jogadores 
679,KeyForge: Colisão entre Mundos,2 jogadores 
680,Between Two Cities,1 a 7 jogadores 
681,World of Warcraft: The Boardgame,2 a 6 jogadores 
682,The Mind,2 a 4 jogadores 
683,Egizia,2 a 4 jogadores 
684,Imagine,3 a 8 jogadores 
685,Paris: La Cité de la Lumière,2 jogadores 
686,Blue Moon City,2 a 4 jogadores 
687,Emboscados,2 a 5 jogadores 
688,Quilombolas – O Refúgio dos Palmares,2 a 5 jogadores 
689,SeaFall Legacy,3 a 5 jogadores 
690,Fuse,1 a 5 jogadores 
691,Saboteur (compilation editions),2 a 12 jogadores 
692,Boss Monster: The Dungeon Building Card Game,2 a 4 jogadores 
693,Saint Petersburg,2 a 4 jogadores 
694,Last Friday,2 a 6 jogadores 
695,Royals,2 a 5 jogadores 
696,Arboretum,2 a 4 jogadores 
697,RPGQuest Dungeons,1 a 6 jogadores 
698,Piratas!,2 a 6 jogadores 
699,K2,1 a 5 jogadores 
700,A Rota do Vidro,1 a 4 jogadores 
701,A Ilha Proibida,2 a 4 jogadores 
702,Game of Thrones: O Trono de Ferro,3 a 5 jogadores 
703,Smash Up,2 a 4 jogadores 
704,Haru Ichiban,2 jogadores 
705,Tiny Epic Western,1 a 4 jogadores 
706,Tide of Iron,2 a 4 jogadores 
707,Trickerion: Edição Definitiva,1 a 4 jogadores 
708,Bang! The Bullet!,3 a 8 jogadores 
709,Córtex: Desafios!,2 a 6 jogadores 
710,KeyForge: Call of the Archons,2 jogadores 
711,7 Wonders: Segunda Edição,3 a 7 jogadores 
712,The Manhattan Project: Chain Reaction,1 a 5 jogadores 
713,Yedo,2 a 5 jogadores 
714,Ca$h 'n Guns (second edition),4 a 8 jogadores 
715,Fury of Dracula (second edition),2 a 5 jogadores 
716,Disney Villainous,2 a 6 jogadores 
717,Taluva,2 a 4 jogadores 
718,History of the World,3 a 6 jogadores 
719,Heróis e Monstros,2 a 5 jogadores 
720,Cuba Libre,1 a 4 jogadores 
721,Chinatown,3 a 5 jogadores 
722,Manopla do Infinito: Um jogo Love Letter,2 a 6 jogadores 
723,Via Nebula,2 a 4 jogadores 
724,Tiny Towns,1 a 6 jogadores 
725,Horrified,1 a 5 jogadores 
726,Signorie,2 a 4 jogadores 
727,Metro,2 a 6 jogadores 
728,River Dragons,2 a 6 jogadores 
729,RoboRally,2 a 8 jogadores 
730,Drillit! A Fuga da Montanha de Cristal,2 a 4 jogadores 
731,The Climbers,2 a 5 jogadores 
732,Império Lendário,1 a 4 jogadores 
733,Sherlock,2 a 4 jogadores 
734,Carnegie,1 a 4 jogadores 
735,The Palaces of Carrara,2 a 4 jogadores 
736,Coatl,1 a 4 jogadores 
737,The World of Smog: On Her Majesty's Service,2 a 4 jogadores 
738,Tuki,2 a 4 jogadores 
739,Cooper Island,1 a 4 jogadores 
740,Marrakech (Suleika),2 a 4 jogadores 
741,Papertown,2 a 4 jogadores 
742,Gardens,2 a 4 jogadores 
743,Tash-Kalar: Arena of Legends,2 a 4 jogadores 
744,As Torres de Arkhanos,2 a 4 jogadores 
745,Bang!,4 a 7 jogadores 
746,My Village,2 a 4 jogadores 
747,Star Wars: Destiny,2 jogadores 
748,Endeavor,3 a 5 jogadores 
749,Otys,2 a 4 jogadores 
750,Possessão Arcana,1 a 6 jogadores 
751,Herdeiros do Khan,2 a 5 jogadores 
752,YINSH,2 jogadores 
753,Historia,1 a 5 jogadores 
754,Dr. Eureka,2 a 4 jogadores 
755,First Class: All Aboard the Orient Express,2 a 4 jogadores 
756,Through the Desert,2 a 5 jogadores 
757,Vudù,3 a 6 jogadores 
758,Claim 2,2 jogadores 
759,Covil: Mestres das Trevas,1 a 4 jogadores 
760,Rio 1808,1 a 4 jogadores 
761,Space Empires: 4X,1 a 4 jogadores 
762,Blackout: Hong Kong,1 a 4 jogadores 
763,Dungeons & Dragons: Conquest of Nerath Board Game,2 a 4 jogadores 
764,Rialto,2 a 5 jogadores 
765,La Viña,2 a 5 jogadores 
766,Small World Underground,2 a 5 jogadores 
767,King's Gold,2 a 6 jogadores 
768,Rise of Augustus,2 a 6 jogadores 
769,Tobago,2 a 4 jogadores 
770,Love Letter Premium,2 a 8 jogadores 
771,Munchkin: Loot Letter,2 a 4 jogadores 
772,Matryoshka,3 a 5 jogadores 
773,Explorers of the North Sea,1 a 4 jogadores 
774,Heróis de San Villano,1 a 4 jogadores 
775,Starcadia Quest,2 a 4 jogadores 
776,Teseu,2 a 6 jogadores 
777,Tannhäuser,2 a 10 jogadores 
778,Crop Rotation ,2 a 3 jogadores 
779,Contos e Jogos: A Lebre e a Tartaruga,2 a 5 jogadores 
780,Thief's Market,3 a 5 jogadores 
781,Carcassonne: Safari,2 a 5 jogadores 
782,WAR: Vikings,2 a 4 jogadores 
783,LEVEL 7 [Omega Protocol],2 a 6 jogadores 
784,Kingdom Builder,2 a 4 jogadores 
785,Fantasma Blitz,2 a 8 jogadores 
786,The Colonists,1 a 4 jogadores 
787,KLASK,2 jogadores 
788,Shakespeare (I),1 a 4 jogadores 
789,Space Hulk: Death Angel - The Card Game,1 a 6 jogadores 
790,Sekigahara: The Unification of Japan,2 jogadores 
791,DC Comics Deck-Building Game,2 a 5 jogadores 
792,Adrenaline,3 a 5 jogadores 
793,Railroad Ink: Edição Azul Profundo,1 a 6 jogadores 
794,Sirvam o Rei,3 a 6 jogadores 
795,Masmorra de Dados,2 a 4 jogadores 
796,Ginkgopolis,1 a 5 jogadores 
797,For Sale,3 a 6 jogadores 
798,Bruxelles 1897,2 a 4 jogadores 
799,Uno Minimalista,2 a 10 jogadores 
800,[dp6] - Deepsix,2 a 4 jogadores 
801,Conspiracy: Abyss Universe,2 a 4 jogadores 
802,Enseada dos Mercadores,1 a 4 jogadores 
803,Catan: Plus,3 a 6 jogadores 
804,Shadows of Brimstone: Swamps of Death,1 a 4 jogadores 
805,Shadows: Amsterdam,2 a 8 jogadores 
806,Star Realms,2 jogadores 
807,Descent: Journeys in the Dark,2 a 5 jogadores 
808,Munchkin,3 a 6 jogadores 
809,Cartagena,2 a 5 jogadores 
810,Gentes,2 a 4 jogadores 
811,The Speicherstadt,2 a 5 jogadores 
812,Ticket to Ride: Germany,2 a 5 jogadores 
813,Medievalia,2 a 6 jogadores 
814,Viagem no Tempo,3 a 5 jogadores 
815,Pit Crew,2 a 4 jogadores 
816,Ciclo da Vida,2 a 8 jogadores 
817,PARKS,1 a 5 jogadores 
818,Telma,4 a 8 jogadores 
819,Krosmaster Arena,2 a 4 jogadores 
820,Dead Man's Doubloons,2 a 6 jogadores 
821,Overdrive,2 a 4 jogadores 
822,Carnavalesco,1 a 4 jogadores 
823,Bode of War,3 a 6 jogadores 
824,Aeon's End,1 a 4 jogadores 
825,Saint Petersburg (second edition),2 a 5 jogadores 
826,Gloom,2 a 5 jogadores 
827,Destemidos: Normandia,2 jogadores 
828,Adventure Time Love Letter,2 a 4 jogadores 
829,Mage Wars Arena,2 jogadores 
830,La Isla,2 a 4 jogadores 
831,Las Vegas,2 a 5 jogadores 
832,De Vulgari Eloquentia,2 a 5 jogadores 
833,Ninja Camp,2 a 4 jogadores 
834,Riverboat,2 a 4 jogadores 
835,Scarabya,1 a 4 jogadores 
836,Gran Circo,2 a 5 jogadores 
837,13 Clues,2 a 6 jogadores 
838,The Downfall of Pompeii,2 a 4 jogadores 
839,The Manhattan Project: Energy Empire,2 a 5 jogadores 
840,Condottiere,2 a 6 jogadores 
841,Cottage Garden,1 a 4 jogadores 
842,Glory to Rome,2 a 5 jogadores 
843,Ultimate Werewolf: Deluxe Edition,5 a 75 jogadores 
844,Timeline: Invenções,2 a 6 jogadores 
845,Conflict of Heroes: Awakening the Bear (second edition),2 a 4 jogadores 
846,Fresco: Big Box,2 a 4 jogadores 
847,Carcassonne: Caçadores e Coletores,2 a 5 jogadores 
848,Patuscada,4 a 12 jogadores 
849,Avenue,1 a 10 jogadores 
850,Arkwright,2 a 4 jogadores 
851,Star Wars: Armada,2 jogadores 
852,Labyrinx,2 a 6 jogadores 
853,Ultimate Warriorz,2 a 8 jogadores 
854,Yangtze,2 a 4 jogadores 
855,Fairy Tile,2 a 4 jogadores 
856,Timeline: Eventos Históricos,2 a 6 jogadores 
857,Colheita de Dados,2 a 4 jogadores 
858,Lobisomem por uma noite: Monstros,3 a 7 jogadores 
859,Near and Far,2 a 4 jogadores 
860,RPGQuest - A Jornada do Herói,1 a 5 jogadores 
861,Giants,3 a 5 jogadores 
862,Pokémon TCG,2 a 4 jogadores 
863,Timeline Clássico,2 a 6 jogadores 
864,Don Capollo,3 a 6 jogadores 
865,Musa,2 a 12 jogadores 
866,Eminent Domain,2 a 4 jogadores 
867,Dream Home,2 a 4 jogadores 
868,London,2 a 4 jogadores 
869,Nhac Nhac,2 jogadores 
870,Tiny Epic Kingdoms,2 a 5 jogadores 
871,Santo Domingo,2 a 6 jogadores 
872,Istanbul: Jogo de Dados,2 a 4 jogadores 
873,Elfenland,2 a 6 jogadores 
874,The Builders: Middle Ages,2 a 4 jogadores 
875,Wiz-War (eighth edition),2 a 4 jogadores 
876,Architectura,2 a 4 jogadores 
877,Vikings,2 a 4 jogadores 
878,Claustrophobia,2 jogadores 
879,Café Express,2 a 4 jogadores 
880,Summoner Wars: Alliances Master Set,2 a 4 jogadores 
881,Loony Quest,2 a 5 jogadores 
882,Holmes: Sherlock & Mycroft,2 jogadores 
883,Majesty: For the Realm,2 a 4 jogadores 
884,Costa Ruana,2 a 6 jogadores 
885,Midgard: The Card Game,2 a 6 jogadores 
886,Vasco da Gama,2 a 4 jogadores 
887,Um Império em Oito-Minutos,2 a 5 jogadores 
888,Script Terror,2 a 8 jogadores 
889,Pandemic Legacy: Season 0,2 a 4 jogadores 
890,Marvel United,1 a 4 jogadores 
891,Carcassonne: Star Wars,2 a 5 jogadores 
892,The Staufer Dynasty,2 a 5 jogadores 
893,Dark Souls: The Board Game,1 a 4 jogadores 
894,Artifacts Inc.,2 a 4 jogadores 
895,Container: 10th Anniversary Jumbo Edition!,3 a 5 jogadores 
896,Cleopatra and the Society of Architects,3 a 5 jogadores 
897,The Builders: Antiquity,2 a 4 jogadores 
898,Scrabble / Palavras Cruzadas,2 a 4 jogadores 
899,As Lendas de Andor: A Última Esperança,2 a 4 jogadores 
900,Automania,2 a 4 jogadores 
901,Escape: The Curse of the Temple,1 a 5 jogadores 
902,Bang! Pocket,4 a 7 jogadores 
903,Unfair,2 a 5 jogadores 
904,Magalhães Bastos ,3 a 5 jogadores 
905,Stockpile,2 a 5 jogadores 
906,Mystic Vale,2 a 4 jogadores 
907,Cytosis: A Cell Biology Board Game,2 a 5 jogadores 
908,Ticket to Ride: Märklin,2 a 5 jogadores 
909,Between Two Castles of Mad King Ludwig,2 a 7 jogadores 
910,Kanban EV,1 a 4 jogadores 
911,VINIL,2 a 4 jogadores 
912,Qwirkle,2 a 4 jogadores 
913,Die die DIE,2 a 6 jogadores 
914,Harbour,1 a 4 jogadores 
915,Imagem & Ação 2,4 a 16 jogadores 
916,Yellow & Yangtze,2 a 4 jogadores 
917,Forum Trajanum,2 a 4 jogadores 
918,Misty,2 a 4 jogadores 
919,Cave Troll,2 a 4 jogadores 
920,PitchCar,2 a 8 jogadores 
921,Allumbra - O duelo,2 jogadores 
922,BattleLore (Second Edition),2 jogadores 
923,The Capitals,2 a 5 jogadores 
924,Fae,2 a 4 jogadores 
925,The Castles of Tuscany,2 a 4 jogadores 
926,The Pursuit of Happiness,1 a 4 jogadores 
927,Futebol de Botão,2 jogadores 
928,Jungle Speed,2 a 10 jogadores 
929,As Lendas de Andor: Chada & Thorn,2 jogadores 
930,Abalone / Polaris,2 jogadores 
931,Railways of the World,2 a 4 jogadores 
932,EXIT: O Laboratório Secreto,1 a 6 jogadores 
933,A Touch of Evil: The Supernatural Game,2 a 8 jogadores 
934,Senda Zen,2 jogadores 
935,Rick and Morty: Total Rickall Card Game,2 a 5 jogadores 
936,CV,2 a 4 jogadores 
937,Pit,3 a 10 jogadores 
938,Tokaido: Collector's Edition,2 a 5 jogadores 
939,Crown of Emara,1 a 4 jogadores 
940,Thunderstone Advance: Towers of Ruin,1 a 5 jogadores 
941,Once Upon a Time: The Storytelling Card Game,2 a 6 jogadores 
942,A Guerra dos Tronos: Card Game,2 a 4 jogadores 
943,Seven Bridges,1 a 6 jogadores 
944,Aquarium,2 a 4 jogadores 
945,Dead Man's Doubloons: Edição de Luxo ,2 a 6 jogadores 
946,Quarto!,2 jogadores 
947,Inis,2 a 4 jogadores 
948,Drako: Dragon & Dwarves,2 jogadores 
949,Hippo,2 a 4 jogadores 
950,Blood Bowl: Team Manager - The Card Game,2 a 4 jogadores 
951,Black Gold,2 a 5 jogadores 
952,The Flow of History,2 a 5 jogadores 
953,Spyrium,2 a 5 jogadores 
954,Vossa Excelência - O Jogo Político,1 a 6 jogadores 
955,Merv: The Heart of the Silk Road,1 a 4 jogadores 
956,1889: History of Shikoku Railways,2 a 6 jogadores 
957,World of Warcraft: O Jogo de Aventura,2 a 4 jogadores 
958,Galaxy Defenders,1 a 5 jogadores 
959,Agricola: All Creatures Big and Small – The Big Box,2 jogadores 
960,Robin Hood,3 a 5 jogadores 
961,Descent: Lendas da Escuridão,1 a 4 jogadores 
962,Warhammer Underworlds: Shadespire,2 jogadores 
963,Attack on Titan: The Last Stand,2 a 5 jogadores 
964,Tides of Time,2 jogadores 
965,Treta do anzol,2 a 5 jogadores 
966,A Volta ao Mundo em 80 Dias,2 a 6 jogadores 
967,Akrotiri,2 jogadores 
968,Rory's Story Cubes,1 a 12 jogadores 
969,Coloretto,2 a 5 jogadores 
970,É Top!?: Variedades,2 a 10 jogadores 
971,Paths of Glory,2 jogadores 
972,Fila Filo - Formigas na Teia,2 a 4 jogadores 
973,Flick 'em Up!,2 a 10 jogadores 
974,Van Gogh,1 a 5 jogadores 
975,Asara,2 a 4 jogadores 
976,O Labirinto Mágico,2 a 4 jogadores 
977,Constantinopolis,2 a 5 jogadores 
978,Can't Stop,2 a 4 jogadores 
979,Spyfall 2,3 a 12 jogadores 
980,Pablo (Primeira Edição),2 a 10 jogadores 
981,Winner's Circle,2 a 6 jogadores 
982,Jenga,2 a 8 jogadores 
983,Seven Galaxies,2 a 6 jogadores 
984,Star Trek: Frontiers,1 a 4 jogadores 
985,Defenders of the Realm,1 a 4 jogadores 
986,Calico,1 a 4 jogadores 
987,Deterrence 2X62,2 jogadores 
988,Back to the Future: Back in Time,2 a 4 jogadores 
989,Clinic: Deluxe Edition,1 a 4 jogadores 
990,The Red Dragon Inn,2 a 4 jogadores 
991,Swords and Bagpipes,2 a 6 jogadores 
992,Lord of the Rings,2 a 5 jogadores 
993,Sociedade dos Salafrários,2 a 5 jogadores 
994,San Juan,2 a 4 jogadores 
995,MicroMacro: Cidade de crime,1 a 4 jogadores 
996,Legacy: The Testament of Duke de Crecy,1 a 4 jogadores 
997,Machi Koro,2 a 4 jogadores 
998,Super Motherload,2 a 4 jogadores 
999,Dutch Blitz,2 a 4 jogadores 
1000,Combat Commander: Europe,2 jogadores 
1001,Manila,3 a 5 jogadores 
1002,Merchant of Venus (Second Edition),1 a 4 jogadores 
1003,Cerebria: The Inside World,1 a 4 jogadores 
1004,Pax Pamir (Second Edition),1 a 5 jogadores 
1005,1960: The Making of the President,2 jogadores 
1006,Scotland Yard,2 a 6 jogadores 
1007,Brew Crafters,2 a 5 jogadores 
1008,Interpol,2 a 6 jogadores 
1009,Hit Z Road,1 a 4 jogadores 
1010,Thunderstone Advance: Numenera,1 a 5 jogadores 
1011,Tsuro of the Seas,2 a 8 jogadores 
1012,Diplomacia,2 a 7 jogadores 
1013,Chicago,2 a 4 jogadores 
1014,Academia,2 a 6 jogadores 
1015,Middle-Earth Quest,2 a 4 jogadores 
1016,Loser,3 a 6 jogadores 
1017,Alhambra,2 a 6 jogadores 
1018,Helvetia,2 a 4 jogadores 
1019,Key to the City – London,2 a 6 jogadores 
1020,Marvel Dice Masters: Avengers vs. X-Men,2 jogadores 
1021,Parfum,2 a 4 jogadores 
1022,Cafundó,3 a 6 jogadores 
1023,Dungeon Raiders,3 a 5 jogadores 
1024,La Boca,3 a 6 jogadores 
1025,Histórias Sinistras 3,2 a 15 jogadores 
1026,Kingdomino Duel,2 jogadores 
1027,Bad Bones,1 a 6 jogadores 
1028,Heroes of Land Air & Sea,2 a 4 jogadores 
1029,Skull,3 a 6 jogadores 
1030,The XX War,2 a 8 jogadores 
1031,BraveRats,2 jogadores 
1032,Keltis: o Caminho das Pedras,2 a 4 jogadores 
1033,Walk the Plank: Deluxe Edition,3 a 5 jogadores 
1034,Encantados - Terceira Edição,2 a 4 jogadores 
1035,Black Orchestra,1 a 5 jogadores 
1036,Peloponnes Card Game,1 a 6 jogadores 
1037,Genoa,2 a 5 jogadores 
1038,Chimera Station,2 a 4 jogadores 
1039,Container,3 a 5 jogadores 
1040,Dead & Breakfast,2 a 4 jogadores 
1041,Castell,2 a 4 jogadores 
1042,NMBR9,1 a 4 jogadores 
1043,World Without End,2 a 4 jogadores 
1044,Zombicide: Invader,1 a 6 jogadores 
1045,Supernova: Um Novo Êxodo,2 jogadores 
1046,Stay Away!,4 a 12 jogadores 
1047,Snowdonia,1 a 5 jogadores 
1048,Cidades Sombrias: Salem 1692,4 a 12 jogadores 
1049,Tsukuyumi: A Queda da Lua,2 a 4 jogadores 
1050,Zombie Kidz: Evolução,2 a 4 jogadores 
1051,Deep Space D-6,1 jogadores 
1052,Wak'a,2 a 6 jogadores 
1053,Unreal Estate,2 a 5 jogadores 
1054,Scoville,2 a 6 jogadores 
1055,Penny Press,2 a 5 jogadores 
1056,Maré Alta,3 a 5 jogadores 
1057,Witch's Brew,3 a 5 jogadores 
1058,Tide of Iron: Next Wave,2 a 4 jogadores 
1059,Yu-Gi-Oh! Trading Card Game,2 jogadores 
1060,The Lord of the Rings: Trading Card Game,2 a 6 jogadores 
1061,Marãná,2 a 3 jogadores 
1062,Set,2 a 20 jogadores 
1063,Pandemic: The Cure,2 a 5 jogadores 
1064,Commands & Colors: Ancients,2 jogadores 
1065,Monopoly Deal - Jogo de Cartas,2 a 5 jogadores 
1066,Azzelij,2 a 4 jogadores 
1067,La Città,2 a 5 jogadores 
1068,Il Vecchio,2 a 4 jogadores 
1069,Space Hulk (third edition),2 jogadores 
1070,Nations: The Dice Game,1 a 4 jogadores 
1071,Boss Monster: The Dungeon Building Card Game,2 a 4 jogadores 
1072,Uga-Uga Bufapum,3 a 5 jogadores 
1073,Tichu,3 a 6 jogadores 
1074,Axis & Allies: 1942 (2nd Edition),2 a 5 jogadores 
1075,Os Maus Companheiros,4 a 8 jogadores 
1076,Action! O Jogo de Cinema!,3 a 6 jogadores 
1077,Rhino Hero: Super Battle,2 a 4 jogadores 
1078,Louis XIV,2 a 4 jogadores 
1079,Medieval Academy,2 a 5 jogadores 
1080,Dune (2019 Edition),2 a 6 jogadores 
1081,Arkham Horror: Hora Final,1 a 4 jogadores 
1082,Libertalia,2 a 6 jogadores 
1083,Project L,1 a 4 jogadores 
1084,Tawantinsuyu: O Império Inca,1 a 4 jogadores 
1085,DOOM: The Board Game,2 a 5 jogadores 
1086,Founders of Gloomhaven,1 a 4 jogadores 
1087,Frogriders,2 a 4 jogadores 
1088,Automobile,3 a 5 jogadores 
1089,BattleTech,2 a 20 jogadores 
1090,Edo,2 a 4 jogadores 
1091,Last Night on Earth: Timber Peak,2 a 6 jogadores 
1092,Tabu,4 a 10 jogadores 
1093,Duelo de Águias,2 jogadores 
1094,A Study in Emerald,2 a 5 jogadores 
1095,Bar Bestial,2 a 4 jogadores 
1096,Saco de Ossos,2 jogadores 
1097,Chronicles of Drunagor: Age of Darkness,1 a 5 jogadores 
1098,Vanuatu,3 a 5 jogadores 
1099,Vampiro: A Máscara – Herança,2 a 4 jogadores 
1100,Sugar Gliders,2 a 4 jogadores 
1101,Kolejka,2 a 5 jogadores 
1102,Railroad Ink: Edição Vermelho Ardente,1 a 6 jogadores 
1103,Taluva Deluxe,2 a 4 jogadores 
1104,Black Fleet,3 a 4 jogadores 
1105,InBetween,2 jogadores 
1106,Recicle: Tempos de Crise,2 a 4 jogadores 
1107,Deep Sea Adventure,2 a 6 jogadores 
1108,Speculation,3 a 6 jogadores 
1109,Meeple Circus,2 a 5 jogadores 
1110,Viceroy,1 a 4 jogadores 
1111,Arkadia,2 a 4 jogadores 
1112,Rush n' Crush,3 a 6 jogadores 
1113,Rummikub Edição de Luxo,2 a 4 jogadores 
1114,Histórias Sinistras 2,2 a 15 jogadores 
1115,Carcassonne: Amazonas,2 a 5 jogadores 
1116,Disney Villainous,2 a 3 jogadores 
1117,Guillotine,2 a 5 jogadores 
1118,Leo,2 a 5 jogadores 
1119,Clank! Legacy: Acquisitions Incorporated,2 a 4 jogadores 
1120,Cartas a Vapor,2 a 6 jogadores 
1121,Strasbourg,3 a 5 jogadores 
1122,OVNI (Segunda Edição),2 a 4 jogadores 
1123,Taj Mahal,3 a 5 jogadores 
1124,Thebes,2 a 4 jogadores 
1125,O Vale dos Monstros,2 a 5 jogadores 
1126,XenoShyft: Onslaught,1 a 4 jogadores 
1127,Vindication,2 a 5 jogadores 
1128,Imagem & Ação - No Limite,4 a 20 jogadores 
1129,Age of Industry,2 a 5 jogadores 
1130,Obscurio,2 a 8 jogadores 
1131,Quoridor,2 a 4 jogadores 
1132,Haspelknecht,2 a 4 jogadores 
1133,First Martians: Adventures on the Red Planet,1 a 4 jogadores 
1134,The Lost Expedition,1 a 5 jogadores 
1135,Checkpoint Charlie,3 a 5 jogadores 
1136,Burano,2 a 4 jogadores 
1137,Valletta,2 a 4 jogadores 
1138,Escola de Dragões,2 a 4 jogadores 
1139,Gwent: Monsters and Scoia’tael,2 jogadores 
1140,TZAAR,2 jogadores 
1141,Exploding Kittens,2 a 10 jogadores 
1142,Here I Stand,2 a 6 jogadores 
1143,Niagara,3 a 5 jogadores 
1144,One Night Ultimate Werewolf,3 a 7 jogadores 
1145,Hey That's My Fish!,2 a 4 jogadores 
1146,Quartermaster General,2 a 6 jogadores 
1147,Space Hulk (fourth edition),2 jogadores 
1148,Zurvivors Cooperação,2 jogadores 
1149,Power Grid: Factory Manager,2 a 5 jogadores 
1150,Cards Against Humanity,4 a 30 jogadores 
1151,Pocket Mars,1 a 4 jogadores 
1152,Runicards: Batalha pela Terra do Fogo,1 a 7 jogadores 
1153,Antike II,3 a 6 jogadores 
1154,Pablo (2ª Edição),2 a 10 jogadores 
1155,Battles of Westeros,2 jogadores 
1156,The Game,1 a 5 jogadores 
1157,Liberté,3 a 6 jogadores 
1158,Rise to Nobility,1 a 6 jogadores 
1159,SixStix,1 a 4 jogadores 
1160,The Estates,2 a 5 jogadores 
1161,ColorFox,2 a 4 jogadores 
1162,Munchkin Zombies,3 a 6 jogadores 
1163,UNO Stacko,2 a 10 jogadores 
1164,Bushido,2 jogadores 
1165,Imperial Settlers: Empires of the North,2 a 4 jogadores 
1166,Crystal Palace,2 a 5 jogadores 
1167,Valdora,3 a 5 jogadores 
1168,Carcassonne Big Box 3,2 a 6 jogadores 
1169,Battle Scenes - Universo Marvel,2 jogadores 
1170,Glüx,2 a 4 jogadores 
1171,Última Fortaleza,1 a 6 jogadores 
1172,Disney Villainous,2 a 3 jogadores 
1173,Stone Age: 10th Anniversary,2 a 4 jogadores 
